,x_minimum,x_maximum,y_minimum,y_maximum,pixels_areas,x_perimeter,y_perimeter,sum_of_luminosity,minimum_of_luminosity,maximum_of_luminosity,length_of_conveyer,steel_plate_thickness,edges_index,empty_index,square_index,outside_x_index,edges_x_index,edges_y_index,logofareas,log_x_index,log_y_index,orientation_index,luminosity_index,sigmoidofareas,typeofsteel_a300,outside_global_index,anomaly
0,-1.0915343393452341,-1.2740953790419798,-0.5817547420417571,-0.7232256284865036,0.5797402422749911,0.2199787939157999,1.837718233809031,0.5198494182881704,-2.8743385967914175,0.2744217973366623,-0.6395160064529518,0.07501186270749137,-1.1573089940831287,0.8350984190118904,-1.5122948764077828,0.023796031456263394,-1.1028257869086049,0.23949977537778808,1.5210625421379917,0.640078557861978,1.5645791324497835,1.1464987368940835,-0.7093103778170459,1.2189063602948838,0,2.0,6
1,-1.127648526434535,-1.1243270541396728,-0.33101892274700523,-0.14438799550634837,-0.3555954521687588,-0.5173937067401494,0.040939588661476144,-0.22858167250501196,-2.0908810449325164,-3.064773943490547,-0.5433049664851858,0.09817678471437377,-0.4261287049621747,1.193437876972072,-0.332884860468505,-0.14558294106048322,-1.6009129944828209,0.07584437683730198,0.38161936117735956,0.8243278828296509,-0.7353972851901903,0.962513620403262,-0.49737317944887355,0.8266656702438292,1,0.0,1
2,-1.2669461052075526,-0.9179389966523475,0.3119910456628242,-1.2817344013200773,-0.3752657243164634,-0.14571000722251645,-0.1870780059003963,0.4219677294499214,-0.7047638377975384,0.9519397737363859,-0.632115157224662,-0.06397766933380308,-0.6770963562870344,0.763182680981888,1.6053277224044395,-0.415359377878795,-1.2024526544113041,-1.268520856531598,-0.10714054620802402,-0.8919631831621374,-0.02438549521107451,-1.112777744508323,0.2775093657233767,0.8214970008025814,1,0.0,1
3,-1.2187938557551514,1.4272137981593849,-0.3589003413374032,-0.13430793155252388,-0.3872389334498488,0.16602470850194995,-0.5792682685468169,-0.32716487878833567,-0.79516278608895,0.37121007967947994,-0.5729083633983445,-0.06397766933380308,-0.1180662804346152,0.6653751109158508,1.9894849082452206,-0.4565884558022044,-1.654929971248337,0.5604292429965829,-0.013988711631872512,-0.1982349716706602,0.08781556848099153,-1.466662272800376,-1.6991829121533104,1.518294183794072,1,2.0,1
4,0.9652546015501864,0.8591900293225867,-0.054521808675837384,-0.24304629805094768,-0.3647178972227667,-0.44545492618834953,-0.4698198231571181,-0.3464045948770181,0.9826831969754787,0.6131807855365241,-0.6025117603115033,-0.3882865774301568,-0.5015430575119847,-0.14859910184067698,0.8007201479950826,-0.4155398244112685,0.6754543828015097,0.7076357883231974,-1.4243614768249448,-0.9821176711905426,-1.1350421532949737,-0.5121623524618436,0.9216823302667199,-1.1186963554315268,0,0.0,3
5,1.1028324571284753,-0.5910057020485312,-0.10523746700418632,-0.13184950283127808,-0.016639603130776896,-0.00782734449823323,0.38752633239552225,-0.2779546303313688,-0.1623701480490686,-0.6934610260915144,-0.757929594105587,0.1908364727419034,-2.1138871294855095,-0.6463883405257501,-0.7126988506531283,-0.300051495281205,-1.6887539676566259,0.4501534810216055,1.1148886366461903,-0.893411423428842,2.1264663363811875,0.8635885201840907,-1.3724957572084353,1.6029987504215872,0,2.0,4
6,0.26532726129564116,0.12495994870396028,0.22896294701636952,-0.033456672342599164,1.33547779971796,-0.1037457185672998,-0.1961987096828712,0.2440383656052451,-0.22263611357667634,0.9035456325649771,-0.16586165584241114,-0.6199357974989809,0.05176936429254109,0.065269490514893,0.05007382716730251,0.14142101308170063,0.9217282907897016,-0.1221465257912102,-0.2885976916443059,-0.14689013048497193,0.209965510508406,-1.1741683516075585,0.3069336162124185,1.177711279659033,0,0.0,2
7,0.17762137836448189,0.6034880111966969,0.18996662189623437,-0.48289355128545935,-0.3419117845877469,-0.3495365521192829,-0.37861278533236914,-0.34726081959134875,0.47042248999081276,0.08084523265102692,2.26161689103661,0.05184694070060896,1.4638127071735592,0.031009042365861585,1.9028683069467358,-0.38256002004452766,1.4018992410814124,0.6474199867646914,-1.1264692419907771,-0.08266864647062344,-0.6101812183793106,-1.3537234652167272,-0.8583589054720985,-1.2819638297869345,1,2.0,5
8,-0.023586235418765766,-0.18005603006049398,0.35419904349126874,0.12935700208889586,-0.1591778070996507,-0.03180693801549988,0.5152161853501709,-0.132908563303728,0.0786937140613624,-0.06433719086319958,-0.5581066649417651,0.7699595229139636,1.4254784706300363,-0.11821931429118443,-1.6718981979697778,-0.3221544250964309,-1.539652954867149,0.7076357883231974,0.7291768657059275,-0.3043385512056942,1.0851340018546274,1.2176178541187155,-0.07438601918164564,1.213518937580603,0,2.0,4
9,-0.06142014570279524,-0.22389066173921796,0.5373409444615623,0.29614038366167494,-0.3527446880893813,-0.4094855359124495,-0.42421630424474366,-0.33436143417545133,0.169092662352774,-0.11273133203460842,-0.5877100618549239,-0.6199357974989809,1.34123864227293,-0.5538654677509074,1.5053705743173567,-0.3539903566810346,0.40671211477383806,0.7076357883231974,-0.6366962966126342,-0.4769505233513682,-0.5948417357507993,-0.19817066493587537,0.002518578521285666,-0.9732359421459469,0,1.0,6
10,2.4837701824955514,-0.8996745667862125,-1.7380291518864224,1.877975314291172,-0.3022861638844,-0.5653528937746828,-0.1870780059003963,0.8196267608722203,-0.22263611357667634,-0.11273133203460842,1.787962540426069,-0.3651216554232744,-0.4362995998337086,-0.3971634796615251,-0.5600223820769937,-0.45065931834589074,1.4998048505673778,0.6931132054989475,-0.7665431597079652,-0.6067726542875201,0.6661860127888386,1.1468359734469105,-0.4537422702595933,1.1113115449341389,0,2.0,0
11,1.0753168860128177,0.9870410383855317,-0.5923991959371746,-0.7330340335356469,-0.30884292126696816,-0.3375467553606496,-0.214440117247821,-0.2906753021776084,-0.3431680446318918,-0.11273133203460842,-0.6617185541378209,-0.3882865774301568,-0.8254551247975584,-0.09330788850060061,-0.806587474446025,-0.32003202965745725,-0.5343697529773238,0.7076357883231974,0.06957359936157032,-0.3043385512056942,0.25036249607278954,0.8321930576805894,-0.2325018720588723,0.09347375528163851,0,2.0,0
12,-0.9247211894565587,-0.6859807373524331,-0.3593176982675872,0.5520211366803444,-0.34504762507506215,-0.5113988083608327,-0.570147564764342,-0.38154181656511094,0.1992256451165779,-0.015943049691790754,-0.6395160064529518,0.12134170672125619,-0.6703105184518424,0.4582210188895319,-0.8799764301443425,-0.4545023210298663,-0.5783266593692361,-0.5657971904456985,-0.9788600900275612,1.0916390119033526,-0.19328317298428596,0.9844145292895254,0.005378229745782322,-0.49415308312955075,1,0.0,1
