,x_minimum,x_maximum,y_minimum,y_maximum,pixels_areas,x_perimeter,y_perimeter,sum_of_luminosity,minimum_of_luminosity,maximum_of_luminosity,length_of_conveyer,steel_plate_thickness,edges_index,empty_index,square_index,outside_x_index,edges_x_index,edges_y_index,logofareas,log_x_index,log_y_index,orientation_index,luminosity_index,sigmoidofareas,typeofsteel_a300,outside_global_index,anomaly
2570,-1.227650526587026,0.2932687555355781,0.42220397894094985,-0.6849020541714139,0.2627399012007832,-0.420144790090897,-0.3570966625203115,-0.3106689220007987,-1.4805607178944429,0.25932951850316543,-0.5581237834252335,-0.0017274196762939544,-0.7998139972672961,-0.9459161856543131,-1.2885684504261898,-0.46350754409266415,-1.285619290390491,0.7346858708838214,-0.18602353036729127,-0.1089399740504592,-0.9409522354955301,0.11862170502751739,-0.8751035130829358,1.5921094620768343,1,1.0,1
4482,-0.8566055831933245,0.6499486001757451,1.8816531443337245,-0.44588564812551795,-0.34976663650055645,-0.45675141870995606,-0.3659841786447644,-0.36666479816179504,0.6837088963494722,0.3173979324804655,2.053789551530231,-0.9816808447310746,-0.09658070044696469,0.25132579286729184,0.8274053597608297,-0.3926696971003749,-0.4617838886538597,0.5715681664968318,-0.5957989871776036,-0.9544014380009249,-0.6807880924433083,0.15888955706610783,-0.38957729803289576,-0.6471284313438936,0,1.0,5
2280,1.7919485603645733,0.6013953228948846,-0.3962092958714536,-1.2708985538286186,-0.4034952801585687,-0.26151606607497424,-0.48152188826265185,-0.22116473341893078,-0.21085587753801274,-0.32135462126983505,-0.5136025333975835,-0.6195241441673514,-1.1930990276731586,-0.37979946547351223,-1.074533568479544,-0.3873362141430664,-0.6828064853350861,0.6797440249941418,-0.9602497452432857,-0.47734194563336585,1.4446875772550043,0.754160890704511,-0.536172805096271,1.4245264403229638,1,1.0,0
2518,-1.2771231857061862,-0.9429723813847913,0.23997563004107167,-0.5870166176703698,-0.20774876218289162,-0.3774370567019947,-0.6859347591250682,-0.33485832594635334,0.5971381117797155,-0.20521779331523496,-0.5803844084390585,-0.023030755003571796,-1.0762314088466975,0.8911993539703973,0.8847616376981653,0.11852953944670779,-0.44934000401616275,-0.7447298729647351,0.9906722579483783,1.0484844082184115,-0.7727871402306741,-0.04441137248907004,-1.3828115074768075,0.4093493228208444,1,0.0,1
3678,-0.1392520259655016,0.5696489492881682,0.03141048073813035,-0.3935610403394843,-0.3788091465859685,-0.40794258055121063,-0.43708430764038747,-0.38242257784170136,0.39513961445028345,-0.3794230352471351,-0.5581237834252335,-0.53431080285824,-0.0198946603754595,0.20531855327896026,2.0269984118305406,-0.33099598710624584,1.342248614562327,0.6337653334307326,-1.1839100841558035,1.5923753470356286,-1.1661677384906766,-0.8446902709797918,0.8518589012651252,-1.090476781786253,0,0.0,3
3854,0.5321626335088153,-0.2931054393178902,2.810181402094271,0.6812292929606787,-0.36167406563557536,-0.2737182756146606,-0.4548593398892932,-0.3908978390356941,0.39513961445028345,-0.49555986320173523,-0.15001232483844218,-0.0017274196762939544,-0.9560479120439759,0.14734579433361716,-0.4977460004277587,-0.2735271835599206,-0.04582309707734396,0.30507089811499,-1.226186527259982,0.5643132766008073,-2.079891954125701,0.48379176134325425,-0.5604518374734525,-1.6954895364293654,1,1.0,4
3928,0.02860163890307765,-0.3397912828571791,-0.07344958970713149,0.46212389249555297,-0.2547976285212591,0.2936844679807554,1.4115190462458114,0.049207250328901976,-5.058819813444383,-0.9020387610428355,0.4065033005071824,0.019575915650983888,0.5689260170218085,0.5250128786557134,-1.3101578794787838,-0.5012437493932563,-2.1151233022860247,0.7434796717253355,-0.2653302983320096,-0.11456048312962025,2.6721499078109168,0.6312179347103054,-1.1730053666162483,-0.47607866713111713,0,1.0,4
4394,1.4173698556052174,1.1392162404674924,0.20543599560122547,3.7106534717290622,-0.45925689952255977,-0.2005050183765424,0.25614195006693713,-0.19299467189885208,0.25085497350068914,0.08512427657126528,-0.832671491929075,1.1486526879967094,1.5775219391178885,0.8194728696535338,-0.6404820311746384,-0.2846458820082364,-0.9776926163977582,-1.9314758388248776,-0.10702364848829753,0.29000335499505364,0.398236436263997,0.945004112252605,-0.009159048832578993,-0.2969035352135745,0,1.0,4
713,-0.9785203503083978,-0.847733260564642,3.497664112408854,3.133492161840829,0.7959603863689482,0.6048408112427578,0.38056717580927746,0.6805584509840288,-0.8745652259061467,-0.08908096536063487,-0.5655439917631752,-0.7473441561310183,-0.6290203036208409,-0.03079979243525692,-0.2114549415266518,1.578929655502727,0.4235392163944422,-1.2583133723388173,1.6656926129528045,1.8603385680108782,0.7071616975380842,-1.4736928873770083,-0.0787540549459986,1.2849757617660822,0,0.0,2
3681,0.6841143722319503,0.9879541074001965,0.04987299134357243,-0.4328453227384089,-0.3788091465859685,-0.21880833268607194,-0.4548593398892932,-0.38323228528986886,1.2319905319579305,-0.7859019330882354,-0.5655439917631752,-0.4917041322036843,-0.9150290620458931,-0.9255975452864867,0.5765900835816242,-0.3263108553874014,1.2135808212437242,0.8453584090669528,-0.9988749928758914,-1.122732382313842,0.06124081179359319,0.04958371123529979,0.6456604848843933,-1.0073821993272052,0,0.5,3
